acteur,ligne,sentiment
Mindy,Okay...,0.0
Barry,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.802
Bernice,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",-0.6808
Barry,"Oh God...  I'll be right there, Bernice.  Look, please, please don't go anywhere, okay? I'll be, I'll be right back.",0.4468
Rachel,"Okay. Okay, we'll be here! Hating you! Did you see how he was sweating when he walked out of there? Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels great.",0.6351
Mindy,Yeah... I'm pretty sure I'm still gonna marry him.,0.6705
Rachel,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",-0.7412
Mindy,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",0.2385
Rachel,Oh God.,0.2732
Mindy,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,0.8591
Rachel,And I hope Barry doesn't kill you and eat you in Aruba.,0.7676
Monica,You okay?,0.2263
Rachel,Yeah.,0.296
Monica,Really?,0.0
Rachel,"Yeah! Y'know, ever since I ran out on Barry at the wedding, I have wondered whether I made the right choice. And now I know.",0.3595
Monica,Aww...,0.0
Joey,Big day. Closing Credits,0.3612
Joey,"All right, I'll give you this, Mr. Peanut is a better dresser. I mean he's got the monocle, he's got the top hat...",0.5719
Phoebe,You know he's gay?,0.0
Ross,I just wanna clarify this: are you outing Mr. Peanut?,0.0
Danielle,Chandler?,0.0
Chandler,"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.",0.0
All,Hi. Hi.,0.0
Chandler,What are you doing here?,0.0
Danielle,"Well, I've been calling you, but it turns out I had your number wrong. And when I finally got the right one from Information, there was no answer. So I thought I'd just come down here, and make sure you were okay.",-0.1655
Chandler,"...I'm, I'm okay.",0.2263
Danielle,"Listen uh, maybe we could get together later?",0.0
Chandler,"That sounds good. I'll call you- or you call me, whatever...",0.4404
Danielle,You got it.,0.0
Chandler,Okay.,0.2263
Danielle,"G'bye, everybody.",0.0
All,Bye.,0.0
Phoebe,Whoo-hoo!,0.0
Monica,"Yeah, there you go!",0.3595
Ross,Second date!,0.0
Chandler,...I dunno.,0.0
Rachel,You don't know?!,0.0
Chandler,"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay? I mean,... how needy is that?",0.2974
Rachel,Coffee.,0.0
Joey,Thank you.,0.3612
Rachel,Cappuccino.,0.0
Ross,Grazie.,0.0
Rachel,And a nice hot cider for Monica.,0.4215
Monica,"Aww, thank you.  Uh Rach?",0.3612
Rachel,Yeah?,0.296
Monica,Why does my cinamon stick have an eraser?,0.0
Rachel,Oh! That's why.  I'm sorry!,-0.2225
Woman,Chandler.,0.0
Chandler,"Mrs. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you.",0.7501
Chandler,"Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really.  Nothing.",0.0
Phoebe,"Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know...",0.6476
Chandler,Hey!,0.0
All,Hey!,0.0
Phoebe,Never mind. But it was going to be really good.,0.6474
Ross,What's going on?,0.0
All,What is it?,0.0
Chandler,"So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor.",0.0
All,That's great!,0.6588
Chandler,So.... I quit.,0.0
All,Why?,0.0
Chandler,Why? This was supposed to be a temp job!,0.0
Monica,"Yeah, Chandler... you've been there for five years.",0.296
Chandler,"If I took this promotion, it'd be like admitting that this is what I actually do.",0.3612
Phoebe,So was it a lot more money?,0.0
Chandler,It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.,-0.4011
Rachel,... the WENUS?,0.0
Chandler,Weekly Estimated Net Usage Systems. A processing term.,0.0
Rachel,Oh. That WENUS.,0.0
Joey,So what're you going to do?,0.0
Chandler,I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.,-0.0572
Phoebe,"Oooh! I have something you can do! I have this new massage client... Steve?  Anyway, he's opening up a restaurant and he's looking for a head chef.",0.0
Monica,Um... hi there.,0.0
Phoebe,"Hi!  Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so....",0.0
Chandler,Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.,0.0
Phoebe,"Yeah, yeah!",0.5707
Monica,"Well, what kind of food is he looking for?",0.2732
Phoebe,"Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu.",0.4939
Monica,Oh my God!,0.3382
Phoebe,"Yeah, I know!  So, what do you think?",0.3595
Chandler,"Thanks, Phoebe. But I just don't really see myself in a big white hat.",0.2382
Phoebe,OK.  Oh Monica! Guess what!,0.5449
Chandler,Can you see my nipples through this shirt?,0.0
Rachel,"No. But don't worry, I'm sure they're still there.",0.017
Phoebe,"Where are you going, Mr. Suity-Man?",0.0
Chandler,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo.""",0.2732
Rachel,Career counselor?,0.0
Chandler,"Hey, you guys all know what you want to do.",0.0772
Rachel,I don't!,0.0
Chandler,"Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream.",0.3094
Ross,"Ah, the lesser-known ""I don't have a dream"" speech.",-0.1877
Monica,"Oh, I love my life, I love my life!",0.8655
Phoebe,Ooh! Brian's Song!,0.0
Rachel,The meeting with the guy went great?,0.6249
Monica,"So great! He showed me where the restaurant's going to be. It's this, it's this cute little place on 10th Street. Not too big, not too small. Just right.",0.8475
Chandler,Was it formerly owned by a blonde woman and some bears?,0.0
Monica,"So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because then you can 'ooh' and 'ahh' and make yummy noises.",0.866
Rachel,What are you going to make?,0.0
Phoebe,Yummy noises.,0.5267
Rachel,"And Monica, what are you going to make?",0.0
Monica,I don't know. I don't know. It's just going to be so great!,0.7603
Phoebe,"Ooh! I know what you could make!  I know! Oh, you should definitely make that thing... you know, with the stuff?  You know, that thing... with the stuff...? OK, I don't know.",0.7826
Ross,"Hey guys, does anybody know a good date place in the neighborhood?",0.4404
Joey,"How about Tony's? If you can finish a 32-ounce steak, it's free.",0.5106
Ross,"OK, ahem, hey, does anybody know a good place if you're not dating a puma?",0.7034
Chandler,Who are you going out with?,0.0
Phoebe,"Oh, is this the bug lady?",0.0
Rachel,"Bzzzz.... I love you, Ross.",0.6369
Ross,Her name is Celia. She's not a bug lady. She's curator of insects at the museum.,0.0
Rachel,So what are you guys going to do?,0.0
Ross,"Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I'd introduce her to my monkey.",0.0
Chandler,And he's not speaking metaphorically.,0.0
Joey,"So.... back to your place...you thinking, maybe...  huh-huh?",0.0
Ross,"Well, I don't know....  huh-huh.... but I'm hoping  huh-huh.",0.6428
Joey,"I'm telling you, that monkey is a chick magnet! She's going to take one look at his furry, cute little face and it'll seal the deal.",0.5093
Ross,"Celia, don't worry!  Don't scream!  He's not going to hurt you! Soothing tones, Celia. Soothing tones! Marcel...",0.841
Celia,I can't stand this! He's got his claws in my...,0.0
Ross,Alright...,0.0
Monica,"OK, try this salmon mousse.",0.4466
Joey,Mmmm. Good.,0.4404
Monica,Is it better than the other salmon mousse?,0.4404
Joey,It's creamier.,0.0
Monica,"Yeah, well, is that better?",0.7351
Joey,"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?",0.5719
Rachel,My God! What happened to you?,0.3382
Chandler,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?  ""You are ideally suited for a career in data processing for a large multinational corporation.""",0.7096
Phoebe,That's so great! 'Cause you already know how to do that!,0.7164
Chandler,"Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing something...something.",0.2127
Rachel,"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",0.0
Monica,"Here you go, maybe this'll cheer you up.",0.5106
Chandler,"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.",0.4902
Monica,It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.,0.0
Chandler,Well.... it is amouz-ing...,0.0
Monica,"Hello?  Oh, hi Wendy!  Yeah, eight o'clock.  What did we say? Ten dollars an hour?...  OK, great.  All right, I'll see you then. Bye.",0.8769
Phoebe,Ten dollars an hour for what?,0.0
Monica,"Oh, I asked one of the waitresses at work if she'd help me out.",0.4019
Rachel,Waitressing?,0.0
Joey,Uh-oh.,0.0
Monica,Well... of course I thought of you! But... but...,0.0
Rachel,"But, but?",0.0
Monica,"But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress.",0.8271
Rachel,Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.,0.0
Chandler,"You know, I don't mean to brag, but I waited tables at Innsbruck in '76.  Amouz-bouche?",0.0
Celia,Talk to me.,0.0
Ross,"OK.... um, a weird thing happened to me on the train this morning...",-0.1779
Celia,No no no. Talk... dirty.,-0.8176
Ross,"Wha... what, here?",0.0
Celia,Yes...,0.0
Ross,Ah....,0.0
Celia,Say something..... hot.,0.0
Ross,Er.... um.....,0.0
Celia,What?,0.0
Ross,Um... uh.... vulva. Commercial Break,0.0
Joey,Vulva?,0.0
Ross,"Alright, I panicked, alright? She took me by surprise. You know, but it wasn't a total loss. I mean, we ended up cuddling.",0.4576
Joey,Whoaa!! You cuddled? How many times??,0.0
Ross,"Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?",0.4753
Joey,What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me.,0.1531
Ross,Please be kidding.,0.4019
Joey,"Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now.",0.4199
Ross,OK.  I'm in my apartment...,0.4466
Joey,....yeah... what else?,0.0
Ross,"That's it. I'm in my apartment, you're not there, we're not having this conversation.",0.0
Joey,"Alright, look, I'll start, OK?",0.6037
Ross,"Joey, please.",0.3182
Joey,"Come on. Come on. Alright, ready, look!  Oh... Ross.... you get me so hot. I want your lips on me now.",0.6565
Ross,Wow.,0.5859
Joey,"Alright, now you say something.",0.25
Ross,I... ahem... I really don't think so.,0.0
Joey,"Come on! You like this woman, right?",0.4199
Ross,Yeah.,0.296
Joey,"You want to see her again, right?",0.0772
Ross,Sure.,0.3182
Joey,"Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!",0.7582
Ross,"OK, turn around.  I just don't want you staring at me when I'm doing this.",0.4041
Joey,"Alright, alright. I'm around. Go ahead.",0.4588
Ross,"Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips.",0.4995
Joey,There you go! Keep going. Keep going!,0.0
Ross,"I, er...",0.0
Ross,I want to take my tongue... and...,0.0772
Ross,....and....,0.0
Joey,Say it... say it!,0.0
Ross,...run it all over your body until you're... trembling with... with...,-0.3612
Chandler,....with??,0.0
Ross,Funny story!,0.4926
Joey,You're not going to believe this!,0.0
Chandler,It's OK. It's OK. I was always rooting for you two kids to get together.,0.7065
Joey,"Hey Chandler, while you were sleeping that guy from your old job called again.",0.0
Chandler,Again?,0.0
Joey,"And again, and again, and again...  Hello?  And again.",0.0
Chandler,"Hey Mr. Kostelic! How's life on the fifteenth floor?  Yeah, I miss you too.  Yeah, it's a lot less satisfying to steal pens from your own home, you know?  Well, that's very generous  er, but look, this isn't about the money. I need something that's more than a job. I need something I can really care about....  And that's on top of the yearly bonus structure you mentioned earlier?  Look, Al, Al... I'm not playing hardball here, OK? This is not a negotiation, this is a rejection!  No! No! No, stop saying numbers! I'm telling you, you've got the wrong guy! You've got the wrong guy!  I'll see you on Monday!",-0.842
Chandler,Well?,0.2732
Phoebe,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.",0.7707
Chandler,Look at this!,0.0
Phoebe,Oh! You have a window!,0.0
Chandler,Yes indeedy!  With a beautiful view of...,0.784
Phoebe,Oh look! That guy's peeing!,0.0
Chandler,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",0.4466
Phoebe,OK.,0.296
Chandler,"This is great!  Helen, could you come in here for a moment?",0.6588
Chandler,"Thank you Helen, that'll be all.",0.3612
Chandler,"Last time I do that, I promise.",0.3182
Monica,"Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!",0.7067
Rachel,Who was that?,0.0
Monica,Wendy bailed. I have no waitress.,-0.296
Rachel,Oh... that's too bad. Bye bye.,-0.5423
Monica,Ten dollars an hour.,0.0
Rachel,No.,-0.296
Monica,Twelve dollars an hour.,0.0
Rachel,"Mon. I wish I could, but I've made plans to walk around.",0.2144
Monica,"You know, Rachel, when you ran out of your wedding, I was there for you. I put a roof over your head, and if that means nothing to you...  twenty dollars an hour.",0.0
Rachel,Done.,0.0
Rachel,Well hello! Welcome to Monica's. May I take your coat?,0.6588
Monica,Hi Steve!,0.0
Steve,"Hello, Monica.  Hello, greeter girl.",0.0
Monica,This is Rachel.,0.0
Steve,"Yeah, OK.",0.6289
Phoebe,"Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of  of, OK, smells.",0.9325
Steve,It's a lovely apartment.,0.5859
Monica,"Oh, thank you. Would you like a tour?",0.6124
Steve,"I was just being polite, but, alright.",0.3612
Rachel,What's up?,0.0
Phoebe,"In the cab, on the way over, Steve blazed up a doobie.",0.0
Rachel,What?,0.0
Phoebe,"Smoked a joint? You know, lit a bone? Weed? Hemp? Ganja?",0.0
Rachel,"OK, OK. I'm with you, Cheech. OK.",0.8316
Steve,Is it dry in here?,0.0
Rachel,"Let me, let me get you some wine!",0.0
Monica,"Yeah, I think we're ready for our first course.  OK, um, these are rot-shrimp ravioli, and celantro pondou sauce... ... with just a touch of mints... and... ... ginger.",0.7672
Steve,"Well, smack my ass and call me Judy! These are fantastic!",0.4184
Monica,I'm so glad you liked them!,0.7683
Steve,Like 'em? I could eat a hundred of them!,0.4199
Monica,"Oh, well... um, that's all there are of these. But in about eight and a half minutes, we'll be serving some delicious onion tartlets.",0.7227
Steve,Tartlets. Tartlets. Tartlets. The word has lost all meaning.,-0.3182
Rachel,Excuse me? Can I help you with anything?,0.5204
Steve,"You know, I don't know what I'm looking for.",0.0
Steve,"Ah, cool! Taco shells!  You know, these are... they're like a little corn envelope.",0.658
Monica,You know that? You don't want to spoil your appetite.,-0.0572
Steve,Hey! Sugar-O's!,0.0
Monica,"You know, if you just wait another... six and a half minutes...",0.0
Steve,Macaroni and cheese! We gotta make this!,0.0
Monica,"No, we don't.",-0.296
Steve,"Oh, OK.  Oh, sorry.",0.3885
Monica,Why don't you just have a seat here?  OK... give me the Gummi-bears.,0.0
Steve,No.,-0.296
Monica,Give them to me.,0.0
Steve,"Alright, we'll share.",0.4939
Monica,"No, give me the...",-0.296
Steve,"Well then you can't have any.  Bear overboard! I think he's drowning.  Hey fellows! Grab on a Sugar-O... save yourself!  ""Help!  I'm drowning!   Help!""",0.7556
Monica,That's it! Dinner is over!,0.0
Steve,What?,0.0
Monica,What?,0.0
Steve,Why?,0.0
Monica,"Why? It's just that I've waited seven years for an opportunity like this, and you can't even wait four and a half minutes for a stupid onion tartlet?",0.3094
Steve,Hey!,0.0
Joey,What a tool!,0.0
Rachel,You don't want to work for a guy like that.,0.3134
Ross,Yeah!,0.3595
Monica,"I know... it's just... I thought this was, you know... it.",0.0
Ross,"Look, you'll get there. You're an amazing chef.",0.5859
Phoebe,Yeah! You know all those yummy noises? I wasn't faking.,0.8033
Joey,"So, er... how did it go with Celia?",0.0
Ross,"Oh, I was unbelievable.",0.2023
Joey,"All right, Ross!",0.0
Ross,"I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were villagers.",-0.4404
Joey,Whoa! And the...  huh-huh?,0.0
Ross,"Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh...",-0.5563
Joey,You cuddled.,0.0
Ross,"Yeah, which was nice.",0.6124
Phoebe,You guys wanna try and catch a late movie or something?,0.0
Rachel,"Maybe, but shouldn't we wait for Chandler?",0.0
Joey,"Yeah, where the hell is he?",-0.5267
Chandler,"Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!...  Oh, really, really, really? Well, let me tell you something... you will care about it, because I care about it! You got it? Good!  Whooooaaaa.... Closing Credits",0.9741
Phoebe,How's this?,0.0
Steve,Eeeee!,0.0
Phoebe,Sorry. How about over here?,-0.0772
Steve,Aaaaah!,0.0
Phoebe,"See, that just means it's working. Does this hurt?",-0.6124
Steve,No.,-0.296
Phoebe,What about this?,0.0
Steve,Aaaaahhh!!,0.0
Phoebe,There you go! End,0.0
Monica,There's nothing to tell! He's just some guy I work with!,0.0
Joey,"C'mon, you're going out with the guy! There's gotta be something wrong with him!",-0.5696
Chandler,"All right Joey, be nice.  So does he have a hump? A hump and a hairpiece?",0.4871
Phoebe,"Wait, does he eat chalk?",0.0
Phoebe,"Just, 'cause, I don't want her to go through what I went through with Carl- oh!",-0.1316
Monica,"Okay, everybody relax. This is not even a date. It's just two people going out to dinner and- not having sex.",0.5859
Chandler,Sounds like a date to me.,0.3612
Chandler,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.",0.25
All,"Oh, yeah. Had that dream.",0.4939
Chandler,"Then I look down, and I realize there's a phone... there.",0.0
Joey,Instead of...?,0.0
Chandler,That's right.,0.0
Joey,Never had that dream.,-0.1877
Phoebe,No.,-0.296
Chandler,"All of a sudden, the phone starts to ring. Now I don't know what to do, everybody starts looking at me.",0.0
Monica,And they weren't looking at you before?!,0.0
Chandler,"Finally, I figure I'd better answer it, and it turns out it's my mother, which is very-very weird, because- she never calls me!",0.3595
Ross,Hi.,0.0
Joey,"This guy says hello, I wanna kill myself.",-0.6908
Monica,"Are you okay, sweetie?",0.6249
Ross,"I just feel like someone reached down my throat, grabbed my small intestine, pulled it out of my mouth and tied it around my neck...",0.4404
Chandler,Cookie?,0.0
Monica,Carol moved her stuff out today.,0.0
Joey,Ohh.,0.0
Monica,Let me get you some coffee.,0.0
Ross,Thanks.,0.4404
Phoebe,Ooh! Oh!,0.0
Ross,"No, no don't! Stop cleansing my aura! No, just leave my aura alone, okay?",-0.6804
Phoebe,Fine!  Be murky!,0.3365
Ross,"I'll be fine, alright? Really, everyone. I hope she'll be very happy.",0.8742
Monica,No you don't.,-0.296
Ross,"No I don't, to hell with her, she left me!",0.4129
Joey,And you never knew she was a lesbian...,0.0
Ross,"No!! Okay?! Why does everyone keep fixating on that? She didn't know, how should I know?",-0.5597
Chandler,Sometimes I wish I was a lesbian...  Did I say that out loud?,0.4019
Ross,"I told mom and dad last night, they seemed to take it pretty well.",0.6486
Monica,"Oh really, so that hysterical phone call I got from a woman at sobbing 3:00 A.M., ""I'll never have grandchildren, I'll never have grandchildren."" was what?  A wrong number?",-0.7508
Ross,Sorry.,-0.0772
Joey,"Alright Ross, look. You're feeling a lot of pain right now. You're angry. You're hurting. Can I tell you what the answer is?",-0.7783
Joey,"Strip joint! C'mon, you're single! Have some hormones!",0.0
Ross,"I don't want to be single, okay? I just... I just- I just wanna be married again!",0.2429
Chandler,And I just want a million dollars!,0.1511
Monica,Rachel?!,0.0
Rachel,"Oh God Monica hi! Thank God! I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!",0.7633
Waitress,Can I get you some coffee?,0.0
Monica,"De-caff.  Okay, everybody, this is Rachel, another Lincoln High survivor.  This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross?",0.5267
Rachel,"Hi, sure!",0.3802
Ross,Hi.,0.0
Monica,"So you wanna tell us now, or are we waiting for four wet bridesmaids?",0.0
Rachel,"Oh God... well, it started about a half hour before the wedding. I was in the room where we were keeping all the presents, and I was looking at this gravy boat. This really gorgeous Lamauge gravy boat. When all of a sudden- Sweet 'n' Lo?- I realized that I was more turned on by this gravy boat than by Barry! And then I got really freaked out, and that's when it hit me: how much Barry looks like Mr. Potato Head. Y'know, I mean, I always knew looked familiar, but... Anyway, I just had to get out of there, and I started wondering 'Why am I doing this, and who am I doing this for?'.  So anyway I just didn't know where to go, and I know that you and I have kinda drifted apart, but you're the only person I knew who lived here in the city.",0.7052
Monica,Who wasn't invited to the wedding.,0.0
Rachel,"Ooh, I was kinda hoping that wouldn't be an issue... [Scene: Monica's Apartment, everyone is there and watching a Spanish Soap on TV and are trying to figure out what is going on.]",0.3626
Monica,"Now I'm guessing that he bought her the big pipe organ, and she's really not happy about it.",-0.5067
Chandler,Tuna or egg salad?  Decide!,0.0
Ross,I'll have whatever Christine is having.,0.0
Rachel,"Daddy, I just... I can't marry him! I'm sorry. I just don't love him. Well, it matters to me!",-0.7154
Phoebe,"If I let go of my hair, my head will fall off.",0.0
Chandler,"Ooh, she should not be wearing those pants.",0.0
Joey,"I say push her down the stairs. Phoebe, Ross, Chandler, and Joey:  Push her down the stairs! Push her down the stairs! Push her down the stairs!",0.0
Rachel,"C'mon Daddy, listen to me! It's like, it's like, all of my life, everyone has always told me, 'You're a shoe! You're a shoe, you're a shoe, you're a shoe!'. And today I just stopped and I said, 'What if I don't wanna be a shoe? What if I wanna be a- a purse, y'know? Or a- or a hat! No, I'm not saying I want you to buy me a hat, I'm saying I am a ha- It's a metaphor, Daddy!",0.6814
Ross,You can see where he'd have trouble.,-0.4019
Rachel,"Look Daddy, it's my life. Well maybe I'll just stay here with Monica.",0.2732
Monica,"Well, I guess we've established who's staying here with Monica...",0.2732
Rachel,"Well, maybe that's my decision. Well, maybe I don't need your money. Wait!! Wait, I said maybe!!",0.6562
Monica,"Just breathe, breathe.. that's it. Just try to think of nice calm things...",0.6249
Phoebe,"Raindrops on roses and rabbits and kittens,  bluebells and sleighbells and- something with mittens... La la la la...something and noodles with string.  These are a few...",0.0
Rachel,I'm all better now.,0.4404
Phoebe,I helped!,0.0
Monica,"Okay, look, this is probably for the best, y'know? Independence. Taking control of your life.  The whole, 'hat' thing.",0.7269
Joey,"And hey, you need anything, you can always come to Joey. Me and Chandler live across the hall. And he's away a lot.",0.0
Monica,"Joey, stop hitting on her! It's her wedding day!",-0.4184
Joey,"What, like there's a rule or something?",0.3612
Chandler,"Please don't do that again, it's a horrible sound.",-0.296
Paul,"It's, uh, it's Paul.",0.0
Monica,"Oh God, is it 6:30?  Buzz him in!",0.3382
Joey,Who's Paul?,0.0
Ross,"Paul the Wine Guy, Paul?",0.0
Monica,Maybe. Joey: Wait. Your 'not a real date' tonight is with Paul the Wine Guy?,0.0
Ross,He finally asked you out?,0.0
Monica,Yes!,0.4574
Chandler,"Ooh, this is a Dear Diary moment.",0.3818
Monica,"Rach, wait, I can cancel...",0.0
Rachel,"Please, no, go, that'd be fine!",0.2942
Monica,"Are, are you okay? I mean, do you want me to stay?",0.3736
Ross,That'd be good...,0.0
Monica,Really?,0.0
Ross,"No, go on! It's Paul the Wine Guy!",-0.4184
Phoebe,"What does that mean?   Does he sell it, drink it, or just complain a lot?",-0.4329
Monica,"Hi, come in! Paul, this is.. ... everybody, everybody, this is Paul.",0.0
All,Hey! Paul! Hi! The Wine Guy! Hey!,0.0
Chandler,"I'm sorry, I didn't catch your name. Paul, was it?",-0.0772
Monica,"Okay, umm-umm, I'll just--I'll be right back, I just gotta go ah, go ah...",0.2263
Ross,A wandering?,0.0
Monica,"Change!  Okay, sit down.  Two seconds.",0.2942
Phoebe,"Ooh, I just pulled out four eyelashes. That can't be good.",-0.3412
Joey,"Hey, Paul!",0.0
Paul,Yeah?,0.296
Joey,"Here's a little tip, she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red.",0.4754
Monica,"Shut up, Joey!",0.0
Ross,"So Rachel, what're you, uh... what're you up to tonight?",0.0
Rachel,"Well, I was kinda supposed to be headed for Aruba on my honeymoon, so nothing!",0.3382
Ross,"Right, you're not even getting your honeymoon, God.. No, no, although, Aruba, this time of year... talk about your-  -big lizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help me put together my new furniture.",-0.5873
Chandler,"Yes, and we're very excited about it.",0.659
Rachel,"Well actually thanks, but I think I'm just gonna hang out here tonight.  It's been kinda a long day.",0.3612
Ross,"Okay, sure.",0.4939
Joey,"Hey Pheebs, you wanna help?",0.4019
Phoebe,"Oh, I wish I could, but I don't want to. Commercial Break",0.1323
Phoebe,"Love is sweet as summer showers, love is a wondrous work of art, but your love oh your love, your love...is like a giant pigeon...crapping on my heart.  La-la-la-la-la-  Thank you.  La-la-la-la...ohhh!",0.979
Ross,"I'm supposed to attach a brackety thing to the side things, using a bunch of these little worm guys. I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs.",-0.5267
Joey,I'm thinking we've got a bookcase here.,0.0
Chandler,It's a beautiful thing.,0.5994
Joey,What's this?,0.0
Chandler,I would have to say that is an 'L'-shaped bracket.,0.0
Joey,Which goes where?,0.0
Chandler,I have no idea.,-0.296
Joey,Done with the bookcase!,0.0
Chandler,All finished!,0.0
Ross,"This was Carol's favorite beer. She always drank it out of the can, I should have known.",0.4588
Joey,"Hey-hey-hey-hey, if you're gonna start with that stuff we're outta here.",0.0
Chandler,"Yes, please don't spoil all this fun.",0.8349
Joey,"Ross, let me ask you a question. She got the furniture, the stereo, the good TV- what did you get?",0.4404
Ross,You guys.,0.0
Chandler,"Oh, God.",0.2732
Joey,You got screwed.,-0.4939
Chandler,Oh my God!,0.3382
Monica,Oh my God!,0.3382
Paul,"I know, I know, I'm such an idiot. I guess I should have caught on when she started going to the dentist four and five times a week. I mean, how clean can teeth get?",-0.1531
Monica,"My brother's going through that right now, he's such a mess. How did you get through it?",-0.3612
Paul,"Well, you might try accidentally breaking something valuable of hers, say her-",0.4215
Monica,-leg?,0.0
Paul,"That's one way! Me, I- I went for the watch.",0.0
Monica,"You actually broke her watch?  Wow!  The worst thing I ever did was, I-I shredded by boyfriend's favorite bath towel.",-0.1007
Paul,"Ooh, steer clear of you.",0.3818
Monica,"That's right. [Scene: Monica's Apartment, Rachel is talking on the phone and pacing.]",0.0
Rachel,"Barry, I'm sorry... I am so sorry... I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...look, look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel, but it isn't me, it's not me.  And not that I have any idea who me is right now, but you just have to give me a chance too...",0.7642
Ross,I'm divorced!  I'm only 26 and I'm divorced!,0.0
Joey,Shut up!,0.0
Chandler,You must stop!,-0.3595
Ross,That only took me an hour.,0.0
Chandler,"Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento.   You, however have had the love of a woman for four years.   Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it!  I don't think that was my point!",0.8217
Ross,"You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...",-0.4479
Joey,"What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!",0.9119
Ross,I honestly don't know if I'm hungry or horny.,0.4588
Chandler,"Stay out of my freezer! [Scene: A Restaurant, Monica and Paul are still eating.]",0.0
Paul,"Ever since she walked out on me, I, uh...",0.0
Monica,"What?..... What, you wanna spell it out with noodles?",0.0
